lid,longitude,latitude,altitude,admin1,admin2,admin3,admin4,work,shopping,school,other,college,religion,designation,home,total_visits,total_on_day_0,total_on_day_1,total_on_day_2,total_on_day_3,total_on_day_4,total_on_day_5,total_on_day_6,average_daily_total,median_daily_total,max_daily_total,max_simultaneous_visits,old_lid
499,-78.47129,38.0575000000001,-1,51,540,800,2,118,0.0,0,118,0,0,none:medical,0,2.0,0,0,0,1,0,0,1,0.2857142857142857,0,1,1,282
500,-78.47261,38.0593000000001,-1,51,540,800,2,5000,0.0,0,5000,0,0,none:medical,0,13.0,0,3,2,3,2,1,2,1.8571428571428568,2,3,3,291
501,-78.47015,38.0567800000001,-1,51,540,800,2,118,0.0,0,118,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,565
502,-78.4744518032251,38.0559632505234,-1,51,540,800,2,0,0.0,0,0,0,0,none:home,1,13.0,3,2,2,2,0,1,3,1.8571428571428568,2,3,1,700
503,-78.4805899999999,38.0633300000001,-1,51,540,800,3,335,0.0,0,335,0,0,none:medical,0,3.0,1,0,2,0,0,0,0,0.4285714285714285,0,2,3,361
504,-78.47932,38.0553800000001,-1,51,540,800,3,5000,0.0,0,5000,0,0,none:medical,0,27.0,7,3,6,4,1,3,3,3.857142857142857,3,7,6,618
505,-78.48405,38.0584500000001,-1,51,540,800,3,5000,0.0,0,5000,0,0,none:medical,0,28.0,5,4,4,6,5,2,2,4.0,4,6,6,620
506,-78.47800550000002,38.055548,-1,51,540,800,3,0,0.0,0,0,0,0,none:home,1,16.0,2,2,2,2,2,2,4,2.2857142857142856,2,4,1,696
507,-78.49039,38.06317,-1,51,540,800,4,1,410.0,0,1,0,0,none:retail,0,3.0,0,0,1,1,0,0,1,0.4285714285714285,0,1,2,12
508,-78.48749000000002,38.06368,-1,51,540,800,4,1,136.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,17
509,-78.49676,38.05576,-1,51,540,800,4,1,142.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,45
510,-78.48595,38.06474,-1,51,540,800,4,1,5000.0,0,1,0,0,none:retail,0,4.0,1,0,1,0,0,2,0,0.5714285714285714,0,2,3,54
511,-78.49028,38.06329,-1,51,540,800,4,1,410.0,0,1,0,0,none:retail,0,3.0,0,0,1,0,0,1,1,0.4285714285714285,0,1,2,67
512,-78.50048000000002,38.05493,-1,51,540,800,4,1,385.0,0,1,0,0,none:retail,0,2.0,1,0,1,0,0,0,0,0.2857142857142857,0,1,1,75
513,-78.50032,38.05433,-1,51,540,800,4,1,385.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,107
514,-78.49931,38.05325,-1,51,540,800,4,1,385.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,108
515,-78.48855,38.06354,-1,51,540,800,4,1,136.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,114
516,-78.50031,38.05432,-1,51,540,800,4,1,385.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,116
517,-78.48523,38.06891,-1,51,540,800,4,1,623.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,120
518,-78.49022,38.06335,-1,51,540,800,4,1,410.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,122
519,-78.49987,38.05385,-1,51,540,800,4,1,722.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,1,124
520,-78.50016,38.05416,-1,51,540,800,4,1,722.0,0,1,0,0,none:retail,0,3.0,0,2,0,0,0,1,0,0.4285714285714285,0,2,2,125
521,-78.48758000000002,38.06362,-1,51,540,800,4,1,136.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,133
522,-78.49183000000002,38.06208,-1,51,540,800,4,1,181.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,150
523,-78.48437,38.06493,-1,51,540,800,4,1,670.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,2,0,0.2857142857142857,0,2,2,151
524,-78.49676,38.05576,-1,51,540,800,4,1,142.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,155
525,-78.4928,38.0603,-1,51,540,800,4,1,79.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,181
526,-78.48729,38.0638,-1,51,540,800,4,1,205.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,211
527,-78.49634,38.05631,-1,51,540,800,4,1,455.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,0,0,1,0.2857142857142857,0,1,1,216
528,-78.50005,38.05404,-1,51,540,800,4,1,722.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,235
529,-78.49977,38.05375,-1,51,540,800,4,1,722.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,250
530,-78.50010999999998,38.05457,-1,51,540,800,4,1,385.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,251
531,-78.48818100000003,38.063947,-1,51,540,800,4,6,0.0,0,0,77,0,education,0,12.0,1,3,3,3,2,0,0,1.7142857142857142,1,3,3,260
532,-78.4955199999999,38.0595000000001,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,299
533,-78.4955199999999,38.0595000000001,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,320
534,-78.49344999999991,38.06415,-1,51,540,800,4,355,0.0,0,355,0,0,none:government,0,2.0,0,0,0,1,0,1,0,0.2857142857142857,0,1,2,363
535,-78.48788999999991,38.0623800000001,-1,51,540,800,4,5000,0.0,0,5000,0,0,none:medical,0,12.0,1,2,2,3,2,2,0,1.7142857142857142,2,3,4,365
536,-78.49387,38.05951,-1,51,540,800,4,167,0.0,0,167,0,0,none:medical,0,2.0,0,0,0,0,2,0,0,0.2857142857142857,0,2,1,414
537,-78.48808000000002,38.05895,-1,51,540,800,4,5000,0.0,0,5000,0,0,none:medical,0,22.0,3,2,3,5,3,4,2,3.142857142857143,3,5,7,415
538,-78.49611,38.06046,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0,2.0,0,1,0,1,0,0,0,0.2857142857142857,0,1,2,420
539,-78.48808000000002,38.0657600000001,-1,51,540,800,4,483,0.0,0,483,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,478
540,-78.49611,38.06046,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,564
541,-78.4888999999999,38.06366,-1,51,540,800,4,130,0.0,0,130,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,578
542,-78.49603999999991,38.06059000000001,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,593
543,-78.49611,38.06046,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,601
544,-78.4944497169077,38.0606798819404,-1,51,540,800,4,0,0.0,0,0,0,0,none:home,1,10.0,2,1,1,1,2,1,2,1.4285714285714286,1,2,1,682
545,-78.48917480311,38.05966241115721,-1,51,540,800,4,0,0.0,0,0,0,0,none:home,1,11.0,1,1,1,1,3,4,0,1.5714285714285714,1,4,1,710
546,-78.45773,38.03695,-1,51,540,900,1,1,420.0,0,1,0,0,none:retail,0,3.0,0,0,0,0,1,1,1,0.4285714285714285,0,1,2,49
547,-78.45883,38.03577,-1,51,540,900,1,1,217.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,131
548,-78.46013,38.03539,-1,51,540,900,1,1,530.0,0,1,0,0,none:retail,0,2.0,0,0,1,0,0,0,1,0.2857142857142857,0,1,1,162
549,-78.45719,38.0461100000001,-1,51,540,900,1,77,0.0,0,77,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,344
550,-78.4594399741236,38.0421213357871,-1,51,540,900,1,0,0.0,0,0,0,0,none:home,1,14.0,2,2,2,2,3,2,1,2.0,2,3,1,676
551,-78.460578,38.046639,-1,51,540,900,1,0,0.0,0,0,0,0,none:home,1,17.0,4,2,2,2,2,3,2,2.4285714285714284,2,4,1,684
552,-78.4613322723424,38.0485641258246,-1,51,540,900,1,0,0.0,0,0,0,0,none:home,1,19.0,1,4,4,4,1,3,2,2.7142857142857144,2,4,1,717
553,-78.4648207142462,38.0381206035206,-1,51,540,900,1,0,0.0,0,0,0,0,none:home,1,9.0,2,0,0,0,4,1,2,1.2857142857142858,1,4,1,727
554,-78.45866533643859,38.0427625179262,-1,51,540,900,1,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,3,2,2,2.142857142857143,2,3,1,729
555,-78.4629399999999,38.0484300000001,-1,51,540,900,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,31
556,-78.47093000000002,38.0416000000001,-1,51,540,900,2,162,0.0,0,162,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,451
557,-78.469131,38.04557,-1,51,540,900,2,0,0.0,0,0,0,0,none:home,1,19.0,7,2,2,2,1,1,4,2.7142857142857144,2,7,1,693
558,-78.48178,38.03089,-1,51,540,1000,1,1,417.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,6
559,-78.48179,38.0301,-1,51,540,1000,1,1,518.0,0,1,0,0,none:retail,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,1,7
560,-78.47946,38.03012,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,20
561,-78.48165999999998,38.03036,-1,51,540,1000,1,1,518.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,35
562,-78.48076,38.03048,-1,51,540,1000,1,1,518.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,44
563,-78.47884,38.03081,-1,51,540,1000,1,1,902.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,1,0,1,0.2857142857142857,0,1,1,66
564,-78.47952,38.03106,-1,51,540,1000,1,1,636.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,0,0,1,0.2857142857142857,0,1,2,68
565,-78.47952,38.03106,-1,51,540,1000,1,1,636.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,69
566,-78.48148,38.03072,-1,51,540,1000,1,1,518.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,71
567,-78.48285,38.03036,-1,51,540,1000,1,1,924.0,0,1,0,0,none:retail,0,2.0,0,1,1,0,0,0,0,0.2857142857142857,0,1,2,72
568,-78.47569,38.0298,-1,51,540,1000,1,1,130.0,0,1,0,0,none:retail,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,1,80
569,-78.4785,38.02986,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,2.0,0,1,0,0,1,0,0,0.2857142857142857,0,1,2,82
570,-78.4867,38.03065,-1,51,540,1000,1,1,220.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,83
571,-78.47599,38.02992,-1,51,540,1000,1,1,249.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,88
572,-78.4894,38.03133,-1,51,540,1000,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,91
573,-78.4806,38.0322600000001,-1,51,540,1000,1,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,1,92
574,-78.47954,38.03015,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,0,1,0,0.2857142857142857,0,1,2,132
575,-78.49004000000002,38.03153,-1,51,540,1000,1,1,219.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,136
576,-78.4794,38.03014,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,2.0,1,0,0,0,0,0,1,0.2857142857142857,0,1,2,139
577,-78.48210999999998,38.03095,-1,51,540,1000,1,1,518.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,140
578,-78.4827799999999,38.0299400000001,-1,51,540,1000,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,144
579,-78.47858000000002,38.02972000000001,-1,51,540,1000,1,1,0.0,0,1,0,0,none,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,163
580,-78.48586999999998,38.03509,-1,51,540,1000,1,1,998.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,1,0,1,0.2857142857142857,0,1,2,170
581,-78.49069,38.03208,-1,51,540,1000,1,1,184.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,179
582,-78.47933,38.03008,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,1,182
583,-78.48434,38.0308,-1,51,540,1000,1,1,658.0,0,1,0,0,none:retail,0,3.0,1,0,1,0,1,0,0,0.4285714285714285,0,1,2,185
584,-78.48612,38.03056,-1,51,540,1000,1,1,875.0,0,1,0,0,none:retail,0,3.0,0,2,0,0,0,1,0,0.4285714285714285,0,2,2,187
585,-78.48062,38.0322600000001,-1,51,540,1000,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,204
586,-78.47946,38.03187,-1,51,540,1000,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,205
587,-78.47732999999991,38.0303900000001,-1,51,540,1000,1,1,0.0,0,1,0,1,none,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,217
588,-78.48510999999998,38.03117,-1,51,540,1000,1,1,364.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,218
589,-78.47735,38.02798,-1,51,540,1000,1,1,409.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,1,219
590,-78.48189,38.03093,-1,51,540,1000,1,1,417.0,0,1,0,0,none:retail,0,2.0,0,1,0,0,0,1,0,0.2857142857142857,0,1,2,231
591,-78.48586999999998,38.03509,-1,51,540,1000,1,1,998.0,0,1,0,0,none:retail,0,3.0,0,1,0,1,0,1,0,0.4285714285714285,0,1,2,238
592,-78.4813,38.03075,-1,51,540,1000,1,1,250.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,243
593,-78.47794,38.03099,-1,51,540,1000,1,1,902.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,244
594,-78.47892,38.02995,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,2.0,0,1,0,0,0,1,0,0.2857142857142857,0,1,2,245
595,-78.47882,38.02932,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,246
596,-78.4785,38.02986,-1,51,540,1000,1,1,600.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,247
597,-78.48585,38.0289100000001,-1,51,540,1000,1,362,0.0,0,362,0,0,none:medical,0,2.0,1,0,0,0,0,1,0,0.2857142857142857,0,1,1,275
598,-78.4763799999999,38.03074,-1,51,540,1000,1,1643,0.0,0,1643,0,0,none:medical,0,4.0,0,1,1,0,1,0,1,0.5714285714285714,0,1,2,277
599,-78.4827799999999,38.02743,-1,51,540,1000,1,726,0.0,0,726,0,0,none:medical,0,4.0,0,0,0,0,3,0,1,0.5714285714285714,0,3,2,298
600,-78.47977,38.032,-1,51,540,1000,1,1260,0.0,0,1260,0,0,none:medical,0,6.0,1,1,2,2,0,0,0,0.8571428571428571,0,2,3,306
601,-78.4787899999999,38.03079,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,310
602,-78.48738,38.0308900000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,311
603,-78.4872799999999,38.0308600000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0,2.0,0,0,0,1,0,1,0,0.2857142857142857,0,1,1,312
604,-78.48344,38.0329800000001,-1,51,540,1000,1,192,0.0,0,192,0,0,none:government,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,317
605,-78.47673,38.0298500000001,-1,51,540,1000,1,204,0.0,0,204,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,321
606,-78.47673,38.0298500000001,-1,51,540,1000,1,204,0.0,0,204,0,0,none:medical,0,10.0,4,1,1,1,2,0,1,1.4285714285714286,1,4,2,325
607,-78.48045999999991,38.0305000000001,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0,4.0,1,0,1,1,1,0,0,0.5714285714285714,0,1,3,332
608,-78.47808,38.03148,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,345
609,-78.4861299999999,38.0316700000001,-1,51,540,1000,1,158,0.0,0,158,0,0,none:government,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,357
610,-78.48441,38.02817,-1,51,540,1000,1,2729,0.0,0,2729,0,0,none:medical,0,16.0,6,2,1,3,1,1,2,2.2857142857142856,2,6,4,366
611,-78.4833399999999,38.02781,-1,51,540,1000,1,2729,0.0,0,2729,0,0,none:medical,0,14.0,3,2,2,1,1,1,4,2.0,2,4,4,368
612,-78.48785,38.0309500000001,-1,51,540,1000,1,296,0.0,0,296,0,0,none:government,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,372
613,-78.47732999999991,38.0288600000001,-1,51,540,1000,1,477,0.0,0,477,0,0,none:medical,0,3.0,0,0,1,0,2,0,0,0.4285714285714285,0,2,2,374
614,-78.47677,38.0298000000001,-1,51,540,1000,1,204,0.0,0,204,0,0,none:government,0,6.0,0,1,2,1,1,1,0,0.8571428571428571,1,2,2,379
615,-78.48045999999991,38.03051,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,381
616,-78.48451999999997,38.03083,-1,51,540,1000,1,291,0.0,0,291,0,0,none:government,0,2.0,1,0,0,0,1,0,0,0.2857142857142857,0,1,1,382
617,-78.47899,38.02997,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0,5.0,0,1,1,2,0,1,0,0.7142857142857143,0,2,3,385
618,-78.48738,38.0308900000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0,2.0,0,0,1,0,0,0,1,0.2857142857142857,0,1,2,390
619,-78.49098000000002,38.0317900000001,-1,51,540,1000,1,195,0.0,0,195,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,393
620,-78.48155,38.0299600000001,-1,51,540,1000,1,499,0.0,0,499,0,0,none:care_facilitation,0,3.0,1,0,1,0,0,1,0,0.4285714285714285,0,1,2,395
621,-78.48550999999998,38.03337,-1,51,540,1000,1,1461,0.0,0,1461,0,0,none:government,0,16.0,3,3,4,2,1,1,2,2.2857142857142856,2,4,4,396
622,-78.47926,38.02919,-1,51,540,1000,1,510,0.0,0,510,0,0,none:medical,0,3.0,2,1,0,0,0,0,0,0.4285714285714285,0,2,2,397
623,-78.48195,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,401
624,-78.47853,38.0307700000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0,2.0,0,0,0,1,0,1,0,0.2857142857142857,0,1,2,403
625,-78.4786799999999,38.0294900000001,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0,2.0,0,1,0,0,0,0,1,0.2857142857142857,0,1,2,405
626,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,407
627,-78.47703,38.03171,-1,51,540,1000,1,892,0.0,0,892,0,0,none:government,0,4.0,2,0,0,1,0,1,0,0.5714285714285714,0,2,3,413
628,-78.48621,38.0305900000001,-1,51,540,1000,1,437,0.0,0,437,0,0,none:medical,0,3.0,1,0,1,0,0,0,1,0.4285714285714285,0,1,3,419
629,-78.47864,38.0316,-1,51,540,1000,1,170,0.0,0,170,0,0,none:medical,0,2.0,0,1,0,0,1,0,0,0.2857142857142857,0,1,2,432
630,-78.4894,38.03133,-1,51,540,1000,1,294,0.0,0,294,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,439
631,-78.48195,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,453
632,-78.48195,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,454
633,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,461
634,-78.4777099999999,38.02957,-1,51,540,1000,1,528,0.0,0,528,0,0,none:care_facilitation,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,463
635,-78.482,38.02975,-1,51,540,1000,1,261,0.0,0,261,0,0,none:government,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,464
636,-78.47853,38.0307700000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0,2.0,1,0,1,0,0,0,0,0.2857142857142857,0,1,2,467
637,-78.47853,38.0307700000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,2,472
638,-78.47831,38.03209,-1,51,540,1000,1,2714,0.0,0,2714,0,0,none:medical,0,6.0,0,1,0,2,1,2,0,0.8571428571428571,0,2,3,491
639,-78.48738,38.0308900000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,495
640,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0,9.0,2,1,1,1,2,2,0,1.2857142857142858,1,2,1,497
641,-78.47768999999991,38.02961,-1,51,540,1000,1,528,0.0,0,528,0,0,none:government,0,4.0,2,0,1,1,0,0,0,0.5714285714285714,0,2,2,507
642,-78.47801,38.03097,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0,2.0,0,0,1,0,0,0,1,0.2857142857142857,0,1,2,513
643,-78.47732999999991,38.0288600000001,-1,51,540,1000,1,477,0.0,0,477,0,0,none:medical,0,3.0,0,0,1,0,0,2,0,0.4285714285714285,0,2,2,517
644,-78.48161999999998,38.02878,-1,51,540,1000,1,79,0.0,0,79,0,0,none:medical,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,1,535
645,-78.4769899999999,38.03027,-1,51,540,1000,1,1412,0.0,0,1412,0,0,none:medical,0,15.0,3,2,1,1,3,2,3,2.142857142857143,2,3,4,540
646,-78.4825299999999,38.0311400000001,-1,51,540,1000,1,211,0.0,0,211,0,0,none:medical,0,2.0,0,0,0,0,1,0,1,0.2857142857142857,0,1,1,542
647,-78.48499,38.03454,-1,51,540,1000,1,514,0.0,0,514,0,0,none:government,0,3.0,2,1,0,0,0,0,0,0.4285714285714285,0,2,2,549
648,-78.47813000000002,38.0314900000001,-1,51,540,1000,1,451,0.0,0,451,0,0,none:government,0,6.0,0,1,2,1,1,1,0,0.8571428571428571,1,2,3,557
649,-78.47768999999991,38.02961,-1,51,540,1000,1,528,0.0,0,528,0,0,none:government,0,3.0,0,0,0,1,1,0,1,0.4285714285714285,0,1,3,559
650,-78.47845,38.03069,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0,4.0,0,0,2,1,0,0,1,0.5714285714285714,0,2,2,566
651,-78.4860899999999,38.03051,-1,51,540,1000,1,603,0.0,0,603,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,581
652,-78.4786799999999,38.0294900000001,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,582
653,-78.4825099999999,38.0311400000001,-1,51,540,1000,1,211,0.0,0,211,0,0,none:medical,0,2.0,0,0,0,0,0,2,0,0.2857142857142857,0,2,1,584
654,-78.47921,38.02916,-1,51,540,1000,1,510,0.0,0,510,0,0,none:medical,0,3.0,0,0,0,0,1,1,1,0.4285714285714285,0,1,3,585
655,-78.48529,38.0340200000001,-1,51,540,1000,1,139,0.0,0,139,0,0,none:government,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,589
656,-78.48631999999998,38.0311800000001,-1,51,540,1000,1,158,0.0,0,158,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,590
657,-78.4860899999999,38.03051,-1,51,540,1000,1,603,0.0,0,603,0,0,none:medical,0,3.0,0,0,1,0,0,1,1,0.4285714285714285,0,1,3,596
658,-78.48198000000002,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,598
659,-78.48302,38.0311600000001,-1,51,540,1000,1,792,0.0,0,792,0,0,none:medical,0,3.0,2,0,0,0,0,0,1,0.4285714285714285,0,2,2,602
660,-78.4866,38.0306200000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,604
661,-78.47953000000003,38.02928,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0,2.0,1,0,0,0,0,1,0,0.2857142857142857,0,1,1,607
662,-78.4787899999999,38.03079,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0,3.0,1,0,0,0,0,1,1,0.4285714285714285,0,1,2,614
663,-78.4866,38.0306200000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,629
664,-78.4829,38.0333400000001,-1,51,540,1000,1,40,0.0,0,40,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,630
665,-78.47864,38.0316,-1,51,540,1000,1,170,0.0,0,170,0,0,none:medical,0,2.0,0,0,0,0,1,1,0,0.2857142857142857,0,1,2,632
