daynum,pid,activity_number,activity_type,start_time,end_time,duration,lid
1,71,19,4,155700,156600,900,549
1,71,21,1,157500,187200,29700,709
2,71,22,1,187200,205200,18000,709
2,71,24,1,206100,221160,15060,709
2,71,26,1,221760,224100,2340,709
2,71,28,4,225600,228900,3300,402
2,71,30,4,229800,230700,900,365
2,71,32,1,231600,236400,4800,709
2,71,34,4,237300,241200,3900,387
2,71,36,4,242100,243000,900,400
2,71,38,1,243900,273600,29700,709
3,71,39,1,273600,291600,18000,709
3,71,41,1,292500,307560,15060,709
3,71,43,1,308160,310500,2340,709
3,71,45,4,312000,315300,3300,460
3,71,47,4,316200,317100,900,556
3,71,49,1,318000,322800,4800,709
3,71,51,4,323700,327600,3900,368
3,71,53,4,328500,329400,900,507
3,71,55,1,330300,360000,29700,709
4,71,56,1,360000,446400,86400,709
5,71,57,1,446400,463500,17100,709
5,71,59,4,472500,477000,4500,297
5,71,61,4,477900,481500,3600,535
5,71,63,4,482100,483300,1200,607
5,71,65,4,484200,493200,9000,343
5,71,67,3,493800,495000,1200,56
5,71,69,4,495600,502200,6600,584
5,71,71,4,503100,505800,2700,475
5,71,73,1,506400,532800,26400,709
6,71,74,1,532800,556800,24000,709
6,71,76,7,557700,561000,3300,199
6,71,78,3,561660,563640,1980,10
6,71,80,1,564000,575700,11700,709
6,71,82,3,576840,582000,5160,253
6,71,84,3,582120,582900,780,169
6,71,86,1,583980,585000,1020,709
6,71,88,1,588120,604800,16680,709
0,72,0,1,0,44880,44880,686
0,72,2,4,45090,45390,300,309
0,72,4,1,45660,72300,26640,686
0,72,6,4,72600,75300,2700,571
0,72,8,1,75600,100800,25200,686
1,72,9,1,100800,117000,16200,686
1,72,11,1,117900,142200,24300,686
1,72,13,1,144300,149400,5100,686
1,72,15,1,150300,162000,11700,686
1,72,17,1,162600,187200,24600,686
2,72,18,1,187200,203400,16200,686
2,72,20,1,204300,228600,24300,686
2,72,22,1,230700,235800,5100,686
2,72,24,1,236700,248400,11700,686
2,72,26,1,249000,273600,24600,686
3,72,27,1,273600,289800,16200,686
3,72,29,1,290700,315000,24300,686
3,72,31,1,317100,322200,5100,686
3,72,33,1,323100,334800,11700,686
3,72,35,1,335400,360000,24600,686
4,72,36,1,360000,369000,9000,686
4,72,38,2,370800,403200,32400,334
4,72,40,1,405000,412200,7200,686
4,72,42,3,412500,413100,600,157
4,72,44,1,413400,446400,33000,686
5,72,45,1,446400,457200,10800,686
5,72,47,4,463500,464400,900,359
5,72,49,4,471600,491400,19800,421
5,72,51,1,491700,496800,5100,686
5,72,53,4,498600,502200,3600,568
5,72,55,1,504000,532800,28800,686
6,72,56,1,532800,559800,27000,686
6,72,58,4,560700,563400,2700,368
6,72,60,3,564000,564600,600,214
6,72,62,1,565200,568800,3600,686
6,72,64,3,569700,572400,2700,134
6,72,66,1,573300,604800,31500,686
0,73,0,1,0,100800,100800,651
1,73,1,4,100800,124200,23400,468
1,73,3,3,129000,130080,1080,244
1,73,5,4,134100,135300,1200,568
1,73,7,4,137460,140400,2940,480
1,73,9,4,149400,151920,2520,617
1,73,11,1,153900,187200,33300,651
2,73,12,4,187200,210600,23400,378
2,73,14,3,215400,216480,1080,67
2,73,16,4,220500,221700,1200,634
2,73,18,4,223860,226800,2940,619
2,73,20,4,235800,238320,2520,447
2,73,22,1,240300,273600,33300,651
3,73,23,4,273600,297000,23400,456
3,73,25,3,301800,302880,1080,174
3,73,27,4,306900,308100,1200,420
3,73,29,4,310260,313200,2940,403
3,73,31,4,322200,324720,2520,440
3,73,33,1,326700,360000,33300,651
4,73,34,1,360000,446400,86400,651
5,73,35,1,446400,468000,21600,651
5,73,37,3,468900,470700,1800,57
5,73,39,3,471600,471900,300,52
5,73,41,1,472500,477000,4500,651
5,73,43,2,478200,509700,31500,369
5,73,45,1,511200,532800,21600,651
6,73,46,1,532800,545400,12600,651
6,73,48,7,546300,568500,22200,202
6,73,50,3,569100,570000,900,2
6,73,52,1,570900,604800,33900,651
0,74,0,1,0,18900,18900,734
0,74,2,2,20400,59400,39000,106
0,74,4,4,60600,62700,2100,604
0,74,6,1,64500,100800,36300,734
1,74,7,1,100800,108000,7200,734
1,74,9,1,109200,112320,3120,734
1,74,11,2,115500,164520,49020,106
1,74,13,1,166860,187200,20340,734
2,74,14,1,187200,194400,7200,734
2,74,16,1,195600,198720,3120,734
2,74,18,2,201900,250920,49020,106
2,74,20,1,253260,273600,20340,734
3,74,21,1,273600,280800,7200,734
3,74,23,1,282000,285120,3120,734
3,74,25,2,288300,337320,49020,106
3,74,27,1,339660,360000,20340,734
4,74,28,1,360000,379800,19800,734
4,74,32,1,386400,446400,60000,734
5,74,33,1,446400,483300,36900,734
5,74,35,7,484200,502800,18600,30
5,74,37,1,503700,532800,29100,734
6,74,38,2,532800,557400,24600,106
6,74,40,2,557760,597600,39840,106
6,74,42,1,598200,604800,6600,734
0,75,0,1,0,25200,25200,730
0,75,2,5,27000,61200,34200,262
0,75,4,1,63000,66000,3000,730
0,75,6,4,66300,70200,3900,587
0,75,8,1,70500,100800,30300,730
1,75,9,1,100800,117000,16200,730
1,75,11,4,118500,131400,12900,317
1,75,13,4,131700,133200,1500,587
1,75,15,3,134100,138600,4500,134
1,75,17,1,139800,152970,13170,730
1,75,19,3,153090,154770,1680,238
1,75,21,1,154890,187200,32310,730
2,75,22,1,187200,203400,16200,730
2,75,24,4,204900,217800,12900,304
2,75,26,4,218100,219600,1500,322
2,75,28,3,220500,225000,4500,229
2,75,30,1,226200,239370,13170,730
2,75,32,3,239490,241170,1680,213
2,75,34,1,241290,273600,32310,730
3,75,35,1,273600,289800,16200,730
3,75,37,4,291300,304200,12900,455
3,75,39,4,304500,306000,1500,524
3,75,41,3,306900,311400,4500,237
3,75,43,1,312600,325770,13170,730
3,75,45,3,325890,327570,1680,238
3,75,47,1,327690,360000,32310,730
4,75,48,1,360000,399600,39600,730
4,75,50,1,399900,409800,9900,730
4,75,52,1,410100,446400,36300,730
5,75,53,4,446400,460800,14400,424
5,75,55,4,462000,463500,1500,515
5,75,57,1,464400,478800,14400,730
5,75,59,3,480000,481200,1200,77
5,75,61,4,482100,532800,50700,304
6,75,62,1,532800,604800,72000,730
0,76,0,1,0,14400,14400,668
0,76,2,2,14520,59400,44880,309
0,76,4,3,60600,61020,420,95
0,76,6,4,61320,61620,300,396
0,76,8,1,63060,70260,7200,668
0,76,10,1,72660,100800,28140,668
1,76,11,4,100800,120000,19200,601
1,76,13,3,120900,121800,900,58
1,76,15,1,122400,153000,30600,668
1,76,17,7,154200,162600,8400,89
1,76,19,4,163200,165600,2400,369
1,76,21,1,166500,187200,20700,668
2,76,22,4,187200,206400,19200,433
2,76,24,3,207300,208200,900,241
2,76,26,1,208800,239400,30600,668
2,76,28,7,240600,249000,8400,89
2,76,30,4,249600,252000,2400,330
2,76,32,1,252900,273600,20700,668
3,76,33,4,273600,292800,19200,346
3,76,35,3,293700,294600,900,129
3,76,37,1,295200,325800,30600,668
3,76,39,7,327000,335400,8400,89
3,76,41,4,336000,338400,2400,488
3,76,43,1,339300,360000,20700,668
4,76,44,2,360000,371700,11700,309
4,76,46,2,372600,406800,34200,309
4,76,48,1,408000,409500,1500,668
4,76,50,3,410400,415800,5400,225
4,76,52,1,416700,419400,2700,668
4,76,54,4,423000,426600,3600,380
5,76,56,1,433800,446400,12600,668
5,76,59,4,465000,473400,8400,567
5,76,61,4,477000,480600,3600,289
5,76,63,4,486000,496800,10800,377
5,76,65,4,499500,500400,900,296
5,76,67,3,500760,501300,540,183
5,76,69,4,506760,508800,2040,377
5,76,71,4,510600,513360,2760,477
5,76,73,1,514800,532800,18000,668
6,76,74,1,532800,581400,48600,668
6,76,76,3,581820,582300,480,105
6,76,78,4,582600,583380,780,485
6,76,80,4,588600,589320,720,484
6,76,82,1,602280,604800,2520,668
0,77,0,1,0,29400,29400,673
0,77,2,5,30000,63600,33600,271
0,77,4,1,64200,100800,36600,673
1,77,5,1,100800,113520,12720,673
1,77,7,5,114060,136020,21960,271
1,77,9,5,137040,149160,12120,271
1,77,11,1,150660,187200,36540,673
2,77,12,1,187200,199920,12720,673
2,77,14,5,200460,222420,21960,271
2,77,16,5,223440,235560,12120,271
2,77,18,1,237060,273600,36540,673
3,77,19,1,273600,286320,12720,673
3,77,21,5,286860,308820,21960,271
3,77,23,5,309840,321960,12120,271
3,77,25,1,323460,360000,36540,673
4,77,26,1,360000,372000,12000,673
4,77,28,5,372300,406800,34500,271
4,77,30,4,407700,446400,38700,415
5,77,31,1,446400,478800,32400,673
5,77,33,3,479100,480300,1200,4
5,77,35,4,482700,489600,6900,587
5,77,37,1,492600,494100,1500,673
5,77,39,4,494400,504000,9600,318
5,77,41,1,504300,532800,28500,673
6,77,42,1,532800,555300,22500,673
6,77,44,1,555480,559800,4320,673
6,77,46,1,560220,580080,19860,673
6,77,48,4,580500,585900,5400,587
6,77,50,1,586260,604800,18540,673
0,78,0,4,0,14400,14400,322
0,78,2,1,14520,30600,16080,679
0,78,4,4,31500,36000,4500,615
0,78,6,3,36900,39600,2700,139
0,78,8,1,40500,63000,22500,679
0,78,10,4,63900,72000,8100,397
0,78,12,1,72900,100800,27900,679
1,78,13,1,100800,187200,86400,679
2,78,14,1,187200,273600,86400,679
3,78,15,1,273600,360000,86400,679
4,78,16,1,360000,401400,41400,679
4,78,18,4,402300,402600,300,308
4,78,20,4,402900,403200,300,570
4,78,22,1,404100,446400,42300,679
5,78,23,1,446400,486000,39600,679
5,78,25,4,486300,488100,1800,389
5,78,27,4,489600,498600,9000,308
5,78,29,1,499920,532800,32880,679
6,78,30,4,532800,604800,72000,466
0,79,0,1,0,44100,44100,702
0,79,2,3,44400,46200,1800,87
0,79,4,4,46500,100800,54300,455
1,79,5,1,100800,122400,21600,702
1,79,7,4,123000,123600,600,420
1,79,9,3,124200,125100,900,236
1,79,11,4,125400,128400,3000,301
1,79,13,4,129000,130500,1500,544
1,79,15,3,131400,133500,2100,98
1,79,17,3,134640,138300,3660,143
1,79,19,3,139200,144300,5100,125
1,79,21,4,144600,149400,4800,291
1,79,23,1,150600,187200,36600,702
2,79,24,1,187200,208800,21600,702
2,79,26,4,209400,210000,600,311
2,79,28,3,210600,211500,900,102
2,79,30,4,211800,214800,3000,368
2,79,32,4,215400,216900,1500,515
2,79,34,3,217800,219900,2100,72
2,79,36,3,221040,224700,3660,107
2,79,38,3,225600,230700,5100,54
2,79,40,4,231000,235800,4800,472
2,79,42,1,237000,273600,36600,702
3,79,43,1,273600,295200,21600,702
3,79,45,4,295800,296400,600,343
3,79,47,3,297000,297900,900,134
3,79,49,4,298200,301200,3000,326
3,79,51,4,301800,303300,1500,620
3,79,53,3,304200,306300,2100,3
3,79,55,3,307440,311100,3660,134
3,79,57,3,312000,317100,5100,6
3,79,59,4,317400,322200,4800,365
3,79,61,1,323400,360000,36600,702
4,79,62,1,360000,390600,30600,702
4,79,64,4,390900,394200,3300,455
4,79,66,1,394500,399600,5100,702
4,79,68,3,400500,403200,2700,175
4,79,70,1,404100,446400,42300,702
5,79,71,1,446400,462600,16200,702
5,79,73,3,463320,464820,1500,187
5,79,75,4,465660,466020,360,345
5,79,77,3,466500,467220,720,231
5,79,79,1,468300,500400,32100,702
5,79,81,1,502500,532800,30300,702
6,79,82,1,532800,579600,46800,702
6,79,84,1,582000,592200,10200,702
6,79,86,1,594000,604800,10800,702
0,80,0,4,0,14400,14400,515
0,80,2,1,14520,30600,16080,639
0,80,4,4,30900,33900,3000,439
0,80,6,3,34080,34800,720,34
0,80,8,3,36000,46200,10200,224
0,80,10,4,46500,52200,5700,549
0,80,12,4,54000,54600,600,518
0,80,14,1,55200,100800,45600,639
1,80,15,1,100800,117000,16200,639
1,80,17,4,118800,122100,3300,568
1,80,19,4,122700,123000,300,355
1,80,21,4,123300,123900,600,620
1,80,23,4,125400,125700,300,530
1,80,25,3,126300,127800,1500,227
1,80,27,3,128700,129300,600,245
1,80,29,1,130200,187200,57000,639
2,80,30,1,187200,203400,16200,639
2,80,32,4,205200,208500,3300,455
2,80,34,4,209100,209400,300,618
2,80,36,4,209700,210300,600,609
2,80,38,4,211800,212100,300,618
2,80,40,3,212700,214200,1500,55
2,80,42,3,215100,215700,600,55
2,80,44,1,216600,273600,57000,639
3,80,45,1,273600,289800,16200,639
3,80,47,4,291600,294900,3300,308
3,80,49,4,295500,295800,300,417
3,80,51,4,296100,296700,600,631
3,80,53,4,298200,298500,300,308
3,80,55,3,299100,300600,1500,234
3,80,57,3,301500,302100,600,41
3,80,59,1,303000,360000,57000,639
4,80,60,1,360000,446400,86400,639
5,80,61,1,446400,463680,17280,639
5,80,63,7,463800,471600,7800,193
5,80,65,1,471720,532800,61080,639
6,80,66,4,532800,604800,72000,372
0,81,0,1,0,100800,100800,717
1,81,1,1,100800,122400,21600,717
1,81,3,4,122700,128700,6000,631
1,81,5,1,129000,133200,4200,717
1,81,7,4,135000,138000,3000,355
1,81,9,4,138600,139500,900,366
1,81,11,4,139800,145800,6000,572
1,81,13,1,147600,153000,5400,717
1,81,15,4,154800,156600,1800,348
1,81,17,1,156720,187200,30480,717
2,81,18,1,187200,208800,21600,717
2,81,20,4,209100,215100,6000,565
2,81,22,1,215400,219600,4200,717
2,81,24,4,221400,224400,3000,332
2,81,26,4,225000,225900,900,322
2,81,28,4,226200,232200,6000,620
2,81,30,1,234000,239400,5400,717
2,81,32,4,241200,243000,1800,343
2,81,34,1,243120,273600,30480,717
3,81,35,1,273600,295200,21600,717
3,81,37,4,295500,301500,6000,365
3,81,39,1,301800,306000,4200,717
3,81,41,4,307800,310800,3000,291
3,81,43,4,311400,312300,900,291
3,81,45,4,312600,318600,6000,618
3,81,47,1,320400,325800,5400,717
3,81,49,4,327600,329400,1800,306
3,81,51,1,329520,360000,30480,717
4,81,52,1,360000,446400,86400,717
5,81,53,1,446400,472440,26040,717
5,81,55,3,472800,478200,5400,8
5,81,57,1,478560,490080,11520,717
5,81,59,3,490860,492900,2040,80
5,81,61,4,494100,495720,1620,427
5,81,63,1,496140,532800,36660,717
6,81,64,1,532800,551400,18600,717
6,81,66,7,552000,564000,12000,198
6,81,68,4,568800,582360,13560,568
6,81,70,1,585420,604800,19380,717
0,82,0,1,0,37800,37800,685
0,82,2,2,39600,72000,32400,137
0,82,4,3,73800,74700,900,138
0,82,6,1,75600,100800,25200,685
1,82,7,1,100800,154140,53340,685
1,82,9,4,158400,187200,28800,277
2,82,10,1,187200,240540,53340,685
2,82,12,4,244800,273600,28800,567
3,82,13,1,273600,326940,53340,685
3,82,15,4,331200,360000,28800,492
4,82,16,1,360000,371400,11400,685
4,82,18,2,372000,406800,34800,137
4,82,20,1,407460,446400,38940,685
5,82,21,1,446400,464700,18300,685
5,82,23,4,469020,472800,3780,399
5,82,25,4,473700,474300,600,499
5,82,27,3,478260,478680,420,119
5,82,29,4,479100,487800,8700,469
5,82,31,1,489600,493200,3600,685
5,82,33,4,494100,498300,4200,367
5,82,35,3,498600,501900,3300,39
5,82,37,1,503100,532800,29700,685
6,82,38,1,532800,554400,21600,685
6,82,40,3,555300,557100,1800,51
6,82,42,3,557400,558900,1500,208
6,82,44,3,559500,560400,900,212
6,82,46,3,560700,563400,2700,257
6,82,48,1,563700,567000,3300,685
6,82,50,4,567600,568800,1200,303
6,82,52,1,569400,604800,35400,685
0,83,0,1,0,25200,25200,723
0,83,2,2,26100,29700,3600,286
0,83,4,2,30600,61200,30600,286
0,83,6,1,62400,100800,38400,723
1,83,7,1,100800,108000,7200,723
1,83,9,1,109500,124200,14700,723
1,83,11,2,125460,127500,2040,286
1,83,13,4,128100,131700,3600,435
1,83,15,2,132540,138900,6360,286
1,83,17,1,139980,187200,47220,723
2,83,18,1,187200,194400,7200,723
2,83,20,1,195900,210600,14700,723
2,83,22,2,211860,213900,2040,286
2,83,24,4,214500,218100,3600,396
2,83,26,2,218940,225300,6360,286
2,83,28,1,226380,273600,47220,723
3,83,29,1,273600,280800,7200,723
3,83,31,1,282300,297000,14700,723
3,83,33,2,298260,300300,2040,286
3,83,35,4,300900,304500,3600,508
3,83,37,2,305340,311700,6360,286
3,83,39,1,312780,360000,47220,723
4,83,40,1,360000,374400,14400,723
4,83,42,4,376140,376440,300,587
4,83,44,4,376680,380700,4020,634
4,83,46,4,381720,382500,780,332
4,83,48,2,383400,384600,1200,286
4,83,50,3,384900,388680,3780,16
4,83,52,4,389400,390600,1200,342
4,83,54,4,391500,392400,900,396
4,83,56,1,393300,399300,6000,723
4,83,58,4,400200,400800,600,492
4,83,60,4,401640,401940,300,492
4,83,62,1,402660,446400,43740,723
5,83,63,1,446400,481800,35400,723
5,83,65,2,482100,511500,29400,286
5,83,67,1,511800,532800,21000,723
6,83,68,1,532800,559800,27000,723
6,83,70,3,561600,564300,2700,87
6,83,72,1,565200,604800,39600,723
0,84,0,1,0,27000,27000,705
0,84,2,2,28800,36000,7200,618
0,84,4,4,36300,37200,900,361
0,84,6,2,50400,54000,3600,618
0,84,8,4,54900,56700,1800,456
0,84,10,4,57600,58500,900,386
0,84,12,2,59100,72000,12900,618
0,84,14,4,72600,73200,600,587
0,84,16,1,73800,100800,27000,705
1,84,17,1,100800,115200,14400,705
1,84,19,2,117000,157500,40500,618
1,84,21,1,159000,187200,28200,705
2,84,22,1,187200,201600,14400,705
2,84,24,2,203400,243900,40500,618
2,84,26,1,245400,273600,28200,705
3,84,27,1,273600,288000,14400,705
3,84,29,2,289800,330300,40500,618
3,84,31,1,331800,360000,28200,705
4,84,32,1,360000,378900,18900,705
4,84,34,4,385200,405000,19800,322
4,84,36,7,409500,411300,1800,200
4,84,38,1,411600,446400,34800,705
5,84,39,1,446400,460800,14400,705
5,84,41,1,462000,462900,900,705
5,84,43,3,465300,467100,1800,151
5,84,45,1,468900,532800,63900,705
6,84,46,1,532800,604800,72000,705
0,85,0,4,0,14400,14400,558
0,85,2,1,14520,18300,3780,663
0,85,4,2,18600,19200,600,497
0,85,6,2,23700,57600,33900,497
0,85,8,1,63600,65700,2100,663
0,85,10,4,66600,71100,4500,464
0,85,12,1,71700,100800,29100,663
1,85,13,1,100800,108900,8100,663
1,85,15,4,109800,110100,300,564
1,85,17,3,110400,111300,900,252
1,85,19,1,112500,118800,6300,663
1,85,21,2,119700,127800,8100,497
1,85,23,4,129000,134100,5100,400
1,85,25,4,135000,138000,3000,477
1,85,27,1,138900,140100,1200,663
1,85,29,4,141300,142800,1500,459
1,85,31,4,144000,150000,6000,343
1,85,33,1,151200,187200,36000,663
2,85,34,1,187200,195300,8100,663
2,85,36,4,196200,196500,300,552
2,85,38,3,196800,197700,900,75
2,85,40,1,198900,205200,6300,663
2,85,42,2,206100,214200,8100,497
2,85,44,4,215400,220500,5100,343
2,85,46,4,221400,224400,3000,368
2,85,48,1,225300,226500,1200,663
2,85,50,4,227700,229200,1500,291
2,85,52,4,230400,236400,6000,362
2,85,54,1,237600,273600,36000,663
3,85,55,1,273600,281700,8100,663
3,85,57,4,282600,282900,300,500
3,85,59,3,283200,284100,900,132
3,85,61,1,285300,291600,6300,663
3,85,63,2,292500,300600,8100,497
3,85,65,4,301800,306900,5100,526
3,85,67,4,307800,310800,3000,299
3,85,69,1,311700,312900,1200,663
3,85,71,4,314100,315600,1500,556
3,85,73,4,316800,322800,6000,528
3,85,75,1,324000,360000,36000,663
4,85,76,1,360000,380640,20640,663
4,85,78,2,381300,390900,9600,497
4,85,80,4,391560,396000,4440,298
4,85,82,2,396300,424800,28500,497
4,85,84,1,425640,426660,1020,663
4,85,86,4,428160,433200,5040,415
5,85,88,1,434760,446400,11640,663
5,85,89,1,446400,461400,15000,663
5,85,91,2,462000,464400,2400,497
5,85,93,2,465300,501900,36600,497
5,85,95,1,502800,532800,30000,663
6,85,96,4,532800,604800,72000,277
0,86,0,1,0,28800,28800,644
0,86,2,4,32400,100800,68400,335
1,86,3,1,100800,115200,14400,644
1,86,5,2,115500,124200,8700,512
1,86,7,1,126000,126300,300,644
1,86,9,4,127200,129600,2400,552
1,86,11,3,131400,131700,300,220
1,86,13,4,131820,133200,1380,315
1,86,15,2,134100,138600,4500,512
1,86,17,3,139800,141300,1500,72
1,86,19,2,142500,147600,5100,512
1,86,21,3,148500,149400,900,17
1,86,23,4,150000,150300,300,520
1,86,25,1,151200,187200,36000,644
2,86,26,1,187200,201600,14400,644
2,86,28,2,201900,210600,8700,512
2,86,30,1,212400,212700,300,644
2,86,32,4,213600,216000,2400,622
2,86,34,3,217800,218100,300,243
2,86,36,4,218220,219600,1380,503
2,86,38,2,220500,225000,4500,512
2,86,40,3,226200,227700,1500,4
2,86,42,2,228900,234000,5100,512
2,86,44,3,234900,235800,900,173
2,86,46,4,236400,236700,300,493
2,86,48,1,237600,273600,36000,644
3,86,49,1,273600,288000,14400,644
3,86,51,2,288300,297000,8700,512
3,86,53,1,298800,299100,300,644
3,86,55,4,300000,302400,2400,597
3,86,57,3,304200,304500,300,109
3,86,59,4,304620,306000,1380,334
3,86,61,2,306900,311400,4500,512
3,86,63,3,312600,314100,1500,183
3,86,65,2,315300,320400,5100,512
3,86,67,3,321300,322200,900,160
3,86,69,4,322800,323100,300,335
3,86,71,1,324000,360000,36000,644
4,86,72,1,360000,369000,9000,644
4,86,74,2,369720,404760,35040,512
4,86,76,4,405000,405300,300,280
4,86,78,4,405420,406140,720,286
4,86,80,1,407040,446400,39360,644
5,86,81,1,446400,493200,46800,644
5,86,83,2,494400,498600,4200,512
5,86,85,1,502200,532800,30600,644
6,86,86,4,532800,551100,18300,298
6,86,88,3,556200,557100,900,145
6,86,90,4,558000,565200,7200,618
6,86,92,4,583680,586800,3120,546
6,86,94,1,589500,604800,15300,644
0,87,0,1,0,38400,38400,646
0,87,2,4,41400,44100,2700,350
0,87,4,1,50100,66600,16500,646
0,87,6,4,68400,77400,9000,631
0,87,8,1,79200,100800,21600,646
1,87,9,1,100800,118800,18000,646
1,87,11,3,119400,121200,1800,187
1,87,13,1,121800,187200,65400,646
2,87,14,1,187200,205200,18000,646
2,87,16,3,205800,207600,1800,223
2,87,18,1,208200,273600,65400,646
3,87,19,1,273600,291600,18000,646
3,87,21,3,292200,294000,1800,154
3,87,23,1,294600,360000,65400,646
4,87,24,1,360000,412620,52620,646
4,87,26,4,416520,424860,8340,337
4,87,28,1,428760,446400,17640,646
5,87,29,1,446400,493200,46800,646
5,87,31,4,494100,516600,22500,524
6,87,33,1,518400,532800,14400,646
6,87,34,1,532800,555000,22200,646
6,87,36,7,556260,561720,5460,31
6,87,38,4,563400,567600,4200,566
6,87,40,4,568200,573000,4800,455
6,87,42,3,573600,576300,2700,44
6,87,44,3,576600,577740,1140,26
6,87,46,1,580560,604800,24240,646
0,88,0,1,0,34200,34200,725
0,88,2,3,34500,34800,300,105
0,88,4,6,36000,45000,9000,259
0,88,6,4,45900,48600,2700,278
0,88,8,1,49800,100800,51000,725
1,88,9,1,100800,114600,13800,725
1,88,11,4,115200,116100,900,455
1,88,13,1,116700,129000,12300,725
1,88,15,4,129600,130200,600,554
1,88,17,4,130800,136800,6000,433
1,88,19,4,137400,138300,900,533
1,88,21,4,138900,187200,48300,540
2,88,22,1,187200,201000,13800,725
2,88,24,4,201600,202500,900,387
2,88,26,1,203100,215400,12300,725
2,88,28,4,216000,216600,600,428
2,88,30,4,217200,223200,6000,433
2,88,32,4,223800,224700,900,295
2,88,34,4,225300,273600,48300,323
3,88,35,1,273600,287400,13800,725
3,88,37,4,288000,288900,900,534
3,88,39,1,289500,301800,12300,725
3,88,41,4,302400,303000,600,303
3,88,43,4,303600,309600,6000,287
3,88,45,4,310200,311100,900,392
3,88,47,4,311700,360000,48300,474
4,88,48,1,360000,446400,86400,725
5,88,49,1,446400,532800,86400,725
6,88,50,1,532800,577800,45000,725
6,88,52,3,578220,579300,1080,180
6,88,54,1,580500,588000,7500,725
6,88,56,4,588600,595200,6600,368
6,88,58,1,595800,604800,9000,725
0,89,0,1,0,32400,32400,666
0,89,2,1,34200,39600,5400,666
0,89,4,1,42300,100800,58500,666
1,89,5,1,100800,135600,34800,666
1,89,7,4,136200,187200,51000,511
2,89,8,1,187200,222000,34800,666
2,89,10,4,222600,273600,51000,348
3,89,11,1,273600,308400,34800,666
3,89,13,4,309000,360000,51000,462
4,89,14,1,360000,367620,7620,666
4,89,16,1,368100,369900,1800,666
4,89,18,2,370500,390000,19500,537
4,89,20,4,390600,391500,900,491
4,89,22,3,391800,393780,1980,37
4,89,24,4,394380,395160,780,415
4,89,26,4,395700,397080,1380,543
4,89,28,4,397500,397980,480,522
4,89,30,1,398700,446400,47700,666
5,89,31,1,446400,464400,18000,666
5,89,33,4,465000,465300,300,568
5,89,35,4,466500,468900,2400,274
5,89,37,1,469500,532800,63300,666
6,89,38,7,532800,573300,40500,199
6,89,40,1,581100,583800,2700,666
6,89,42,4,584400,585000,600,404
6,89,44,1,585600,604800,19200,666
0,90,0,1,0,32400,32400,681
0,90,2,4,37500,37800,300,553
0,90,4,2,38400,38700,300,325
0,90,6,2,39300,40500,1200,325
0,90,8,2,41100,41400,300,325
0,90,10,1,42000,61200,19200,681
0,90,12,3,61800,62400,600,38
0,90,14,1,63000,75600,12600,681
0,90,16,1,81000,100800,19800,681
1,90,17,1,100800,116400,15600,681
1,90,19,2,117660,159060,41400,325
1,90,21,1,160200,187200,27000,681
2,90,22,1,187200,202800,15600,681
2,90,24,2,204060,245460,41400,325
2,90,26,1,246600,273600,27000,681
3,90,27,1,273600,289200,15600,681
3,90,29,2,290460,331860,41400,325
3,90,31,1,333000,360000,27000,681
4,90,32,1,360000,376200,16200,681
4,90,34,2,377820,389100,11280,325
4,90,36,4,389280,390480,1200,578
4,90,38,2,390600,406800,16200,325
4,90,40,3,409080,410520,1440,56
4,90,42,1,411900,446400,34500,681
5,90,43,1,446400,468480,22080,681
5,90,45,4,469200,470820,1620,627
5,90,47,3,471240,471540,300,78
5,90,49,1,471780,495120,23340,681
5,90,51,3,495360,495780,420,182
5,90,53,1,496020,500580,4560,681
5,90,55,4,501900,504300,2400,587
5,90,57,1,505740,532800,27060,681
6,90,58,1,532800,551400,18600,681
6,90,60,7,551700,565200,13500,127
6,90,62,1,565800,578700,12900,681
6,90,64,7,579300,587400,8100,127
6,90,66,1,588000,604800,16800,681
0,91,0,1,0,25800,25800,706
0,91,2,2,26580,59400,32820,568
0,91,4,3,60300,61800,1500,213
0,91,6,3,62580,63000,420,16
0,91,8,1,63600,100800,37200,706
1,91,9,1,100800,114900,14100,706
1,91,11,2,115140,137700,22560,568
1,91,13,1,138000,141240,3240,706
1,91,15,2,141420,147900,6480,568
1,91,17,1,148200,153420,5220,706
1,91,19,4,155100,164280,9180,598
1,91,21,1,165900,187200,21300,706
2,91,22,1,187200,201300,14100,706
2,91,24,2,201540,224100,22560,568
2,91,26,1,224400,227640,3240,706
2,91,28,2,227820,234300,6480,568
2,91,30,1,234600,239820,5220,706
2,91,32,4,241500,250680,9180,566
2,91,34,1,252300,273600,21300,706
3,91,35,1,273600,287700,14100,706
3,91,37,2,287940,310500,22560,568
3,91,39,1,310800,314040,3240,706
3,91,41,2,314220,320700,6480,568
3,91,43,1,321000,326220,5220,706
3,91,45,4,327900,337080,9180,561
3,91,47,1,338700,360000,21300,706
4,91,48,1,360000,367500,7500,706
4,91,50,2,368400,398700,30300,568
4,91,52,1,399900,446400,46500,706
5,91,53,1,446400,532800,86400,706
6,91,54,1,532800,544500,11700,706
6,91,56,2,546900,595800,48900,568
6,91,58,1,597600,604800,7200,706
0,92,0,1,0,36000,36000,722
0,92,2,4,36900,37800,900,631
0,92,4,4,38100,38400,300,387
0,92,6,2,39600,59400,19800,620
0,92,8,4,60000,63000,3000,308
0,92,10,4,65700,75600,9900,413
0,92,12,3,76500,76800,300,185
